R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
13.5,402,2902,50.4,6.3,33.1,2.285005521,5521,2985,3.392427284,10.9,7.230478052,601,856,31,403,44170,2212,516,39.2,9.1,1324,49287,80.5,565,6.8,88.0,1493,206.5,120,637,3.113675573,2,9.0,13.5,812,55,83,801,358,66,54404,231,394,1854,1.577696758,3.5,35,2,605,35,4389,5298,401,537,591,227.6,0.26358155,154
11.1,598,5218,45.4,6.6,26.8,5.612176158,9795,5379,6.120152289,11.7,16.37917539,1117,1329,62,665,51650,3401,1004,35.2,7.9,2731,56528,96.0,758,7.4,104.9,2445,265.0,161,1289,5.027392639,9,6.6,11.0,1104,-50,161,1339,12,290,61406,49,497,2657,3.163067869,3.3,387,8,1241,69,7492,9108,594,1053,823,302.7,0.22169405,245
12.1,2105,7926,56.8,6.7,22.5,7.442646483,18853,8288,6.925006948,13.0,21.3431618,2339,2206,80,764,32043,8081,2184,39.5,9.3,3521,36083,61.2,1409,7.1,65.9,4634,174.8,210,2545,13.16824475,3,10.4,15.7,2167,-192,362,2448,315,237,40123,106,1482,4312,0.675456466,3.8,38,9,2539,6811,14214,11705,1327,2419,2225,191.3,0.624955048,544
6.3,51,981,45.5,9.7,31.5,0.87879649,1903,1001,1.469668205,13.6,2.260835415,174,309,5,110,60063,678,187,34.4,8.0,552,66929,79.6,199,10.5,87.0,406,217.1,19,201,1.144188023,0,6.4,11.0,383,-6,20,268,438,1,73795,71,96,604,0.568338471,3.1,30,0,245,9,1489,1840,119,210,164,237.6,0.097644054,46
10.5,5754,36875,41.9,7.2,24.4,68.46086268,84501,38781,47.53200219,9.8,176.6087039,8603,11338,996,4221,44330,28970,8666,30.0,8.1,12986,47999,88.2,6986,8.7,100.8,24334,273.3,950,11142,46.20580391,39,8.7,11.6,12599,-378,1906,11116,349,4839,51668,176,6018,21114,37.40407002,3.2,152,11,8201,2298,69189,80094,5577,14228,8013,320.5,1.313002282,2198
5.7,401,10545,33.2,7.1,27.9,8.154709174,18556,10859,8.871463476,6.3,23.74737322,2047,3914,195,393,65493,5231,2343,24.8,6.4,4995,72121,88.9,1660,7.8,95.4,4056,262.5,479,1670,9.431835021,0,6.3,9.0,4094,636,314,3621,208,92,78749,204,991,4718,7.320667804,2.9,234,7,1419,161,15746,17480,1015,1489,1422,285.7,0.289959695,451
11.7,1639,4724,55.1,7.6,20.3,5.499270209,12442,5023,5.290437163,12.6,17.97634859,1552,1539,28,376,33808,5206,1639,39.3,10.2,1993,37776,72.9,907,8.3,77.3,3527,214.6,149,1611,8.169548756,12,13.3,15.3,1232,121,299,1663,96,188,41744,180,1251,2502,2.745458444,3.5,49,5,1659,125,9442,12086,964,1496,1441,230.9,0.292366264,333
11.3,50463,619110,41.7,7.2,24.7,987.1631703,1218452,645169,685.3819852,10.5,2546.587951,171345,162359,49988,63955,58402,413499,135862,31.9,6.8,228152,59881,88.2,92599,8.7,100.8,245191,273.3,27093,133548,666.2590287,56,6.8,10.3,359564,-2204,26059,162808,216,35097,61360,274,66908,303430,539.3434862,2.9,1942,441,126101,163433,990703,975555,67212,169875,101890,320.5,18.93267838,28884
13.4,2133,6697,52.2,6.1,36.1,8.375003886,17698,6994,5.738677833,8.8,21.51457406,1827,3145,183,905,48637,7519,1733,33.5,11.3,2998,54016,71.9,2643,7.0,79.1,4259,202.9,216,1717,8.100772139,13,11.4,18.0,3273,478,297,2283,286,200,59395,279,1638,6034,5.597355952,4.6,102,24,1848,5998,14396,11175,1623,1597,2595,228.7,0.243948486,661
11.7,6822,19203,54.9,7.4,26.8,24.56164156,46357,19943,17.02264871,10.2,69.17933223,4966,6599,218,1893,40658,20082,5574,39.0,10.9,8401,45566,77.8,4677,8.1,85.1,13004,225.8,842,5698,39.35888366,39,13.3,15.6,4142,259,740,6562,174,549,50474,111,4873,12263,8.162106703,3.9,298,28,5062,1041,36589,43930,4000,5326,5697,253.1,0.787451569,1429
9.8,531,4412,44.8,6.2,33.4,3.716836645,8021,4548,5.2384946,11.4,11.41243466,800,1282,50,530,47269,2886,812,35.6,9.0,2323,52086,80.3,952,6.8,88.2,1910,214.5,130,870,4.34462449,8,8.2,12.4,1241,-57,136,1181,2,34,56903,164,526,2712,3.417494096,3.6,61,0,862,77,6436,7703,582,732,797,239.2,0.386650792,229
9.8,2015,6686,48.4,6.1,22.7,6.643974153,14040,6926,4.552550389,10.6,17.06772629,1625,1856,39,516,45975,5175,1708,34.8,9.5,2726,51241,71.9,1094,7.0,79.1,3662,202.9,256,1892,6.426423372,3,11.5,15.9,1016,154,240,2065,189,98,56507,188,1227,3116,4.44043833,4.0,68,2,1753,2805,10700,10870,1017,1531,1703,228.7,0.193526768,423
6.7,209,1239,41.1,10.4,25.2,0.545604661,2388,1275,1.55414661,13.0,2.248552542,322,405,11,150,46332,806,289,32.0,9.2,707,51036,76.2,211,10.6,79.8,550,199.6,67,217,1.182143432,0,9.8,12.0,292,-9,36,258,172,242,55740,29,193,625,0.665472352,3.7,29,0,249,23,1964,2258,180,287,235,207.9,0.119867691,72
10.9,653,4823,44.2,6.1,32.1,5.341786729,10740,5069,6.295270006,9.9,15.84435514,1042,1823,55,672,48229,3714,1137,35.0,9.4,2963,53326,91.7,1205,6.9,100.6,2173,246.3,301,1375,4.328443516,12,8.3,12.1,1788,161,246,1417,552,94,58423,522,696,3325,2.719351409,3.7,210,17,1170,60,8412,10097,792,899,1018,278.8,0.131121766,312
8.3,4755,67518,41.8,7.1,19.8,88.39451669,130696,70361,60.44279753,10.4,254.7184264,14846,14829,2377,4885,59977,43470,14576,33.3,6.6,23986,64282,83.7,8323,8.3,93.7,24954,248.6,2405,18858,67.52017282,40,7.6,10.5,26607,164,2843,15431,16,6814,68587,18,7884,25640,25.00001762,2.6,399,57,14289,3759,104054,121699,6897,24659,10901,292.7,2.169053407,2744
10.0,378,4513,45.4,9.4,24.9,2.81079351,8680,4639,4.796324973,10.0,9.412889895,1027,1242,58,500,50604,3086,958,37.1,7.2,2318,56167,88.0,641,9.8,91.5,2394,236.2,181,1101,4.118139329,11,6.7,9.8,1356,-265,126,1143,129,498,61730,63,456,2324,3.194826345,3.0,208,3,1046,41,6796,8189,490,1022,667,247.1,0.457571037,201
5.3,878,16470,33.2,8.5,18.2,9.493183156,32113,17232,25.77965334,10.3,36.84051812,4853,4001,2257,679,73325,8394,4195,25.0,5.5,8138,79173,105.6,1843,9.6,112.8,4584,256.7,3093,3857,20.90242163,27,5.6,8.4,8879,52,762,4580,64,973,85021,67,1416,5907,15.06716226,2.5,3809,417,3731,466,25283,22071,1397,4374,2135,276.9,0.914480946,621
13.7,2557,5529,50.4,6.0,31.1,9.091203594,16700,5773,6.492036719,8.8,22.81856819,1983,2421,69,866,33487,6888,1868,31.7,12.6,3122,37148,80.1,1910,6.9,86.8,5533,240.7,294,1686,9.691011335,4,14.4,15.6,1158,64,244,2470,162,1761,40809,222,1962,5078,4.777292238,4.3,97,3,1632,1642,13665,14595,1727,1864,2126,265.2,0.170141542,594
10.2,789,5834,47.5,5.8,25.0,8.186747748,10808,6080,5.135485532,11.4,18.13961391,1266,1521,67,580,55779,3997,1277,32.9,8.5,2579,60572,87.2,864,7.0,99.6,3053,240.5,114,1298,4.210012338,0,9.8,11.7,1201,-56,246,1541,152,117,65365,165,821,2730,2.113913106,3.3,20,13,1305,54,8412,10540,718,1156,983,284.4,0.158628311,279
9.9,211,1616,41.5,9.7,28.9,1.420482398,3076,1647,2.375564581,11.2,3.654403435,358,466,7,210,56704,962,312,31.6,8.2,759,62270,79.6,259,10.5,87.0,660,217.1,26,386,1.849459989,0,6.9,10.9,523,-80,31,355,487,56,67836,484,161,933,0.918659557,3.1,77,4,419,9,2321,2953,191,311,253,237.6,0.157831378,73
9.3,3565,9972,49.7,6.5,21.5,7.976925668,26742,10445,14.95118993,13.4,32.27150017,3317,3017,664,1023,35824,9997,3048,36.0,10.1,3860,39381,75.0,2009,7.0,79.9,7124,188.2,583,3790,11.57940823,17,11.0,14.0,2735,253,473,3527,120,620,42938,121,2205,5619,1.854479938,3.6,313,36,3645,613,20125,24533,2038,3366,2827,207.6,0.780833658,730
10.0,4588,24141,45.8,5.4,22.1,21.64557784,57207,25465,19.15813022,12.5,67.56370143,7336,6917,393,2181,54815,19766,6954,35.5,8.1,12548,60909,66.5,4245,6.2,72.9,14891,199.9,811,7657,19.73215659,3,8.5,11.9,5765,48,1324,7566,7,411,67003,37,3674,12351,11.64595868,3.1,350,16,7644,3219,43152,52418,3481,6707,5123,224.8,1.042415949,1349
14.4,2192,7209,57.3,6.9,26.0,8.913044145,19066,7589,7.286462347,12.0,24.73808576,2075,2475,58,966,33566,8435,2260,44.6,10.2,3869,37733,71.2,1643,7.6,77.2,5378,196.7,193,2380,9.896014441,3,11.1,19.0,2084,-300,380,2571,39,254,41900,42,1629,5124,2.08686154,4.4,46,35,2364,9795,14731,8939,1508,2332,2804,217.1,0.393968253,645
6.9,6285,94732,29.3,9.9,19.7,109.5746983,164572,96716,98.01285967,9.1,317.9505635,21081,18511,7787,6127,69841,39620,18598,22.5,5.0,25728,74240,121.5,10358,11.7,130.3,20373,322.7,3767,22113,100.9033193,121,5.4,7.5,53882,1681,1984,21373,18,10143,78639,20,7257,31691,64.90395801,2.3,416,65,15435,4243,135407,148294,6752,30976,10172,367.1,3.678766851,3161
14.8,17202,67280,48.2,6.0,34.5,103.9037469,190865,70465,74.19775979,8.4,260.7943724,19494,28453,2757,13462,43354,75198,20898,31.7,10.8,45761,45884,80.1,24687,6.9,86.8,49681,240.7,4200,20457,110.7589748,56,11.2,14.3,23896,4081,3185,25762,230,1831,48414,227,17473,61882,54.59987324,4.0,928,166,18108,11411,155908,171403,16794,19544,22310,265.2,1.944554816,6178
12.6,1607,3151,55.4,7.8,23.8,5.168963459,9608,3381,3.694767658,12.2,15.44915963,1282,1261,6,372,31853,4184,1110,42.1,9.6,1475,35812,75.8,739,9.1,84.1,2856,231.8,107,1138,4.874124298,40,11.4,15.4,785,-225,230,1223,108,866,39771,415,862,2388,1.581410041,3.8,47,2,1116,2950,7555,6496,727,1367,1167,260.3,0.325766345,289
12.6,2623,15725,53.9,9.2,26.9,15.51476328,28706,16374,19.72727585,9.9,44.5572556,3169,3934,96,1545,44418,12174,3570,39.0,10.7,5374,48731,89.4,2515,10.5,100.1,9076,231.6,325,3477,14.97428997,3,12.8,15.1,3533,-201,649,4193,28,180,53044,348,2898,7844,10.61871093,3.5,82,10,3181,180,22597,28013,2419,3122,3423,263.4,0.890191336,797
10.1,10552,88577,38.0,8.4,26.8,106.8237426,200983,91305,69.32931641,11.3,255.2450751,24757,31660,42587,9023,51986,59820,22960,25.4,7.8,45412,56383,104.7,17398,9.4,118.5,42529,273.7,60906,23156,58.29322115,32,6.6,12.2,41196,1480,2728,25710,29,3819,60780,304,10334,52582,22.21367893,3.4,1134,26077,24511,1631,157430,68648,12335,21808,19227,314.1,3.112744819,5422
8.9,581,6966,46.9,9.7,16.2,4.71862456,10218,7078,7.891261017,17.9,12.13936746,1395,1075,31,239,61774,3505,1179,37.4,6.6,2486,67162,79.6,499,10.5,87.0,2048,217.1,305,1304,6.143622291,44,6.4,10.9,1324,-55,112,1225,140,540,72550,387,478,1616,3.051646083,2.7,3092,4,1664,121,7475,6665,493,1638,812,237.6,0.524291618,204
8.6,2242,7213,47.4,6.5,24.5,4.91615107,16481,7426,9.214365466,14.8,19.88881139,1854,2210,133,683,38116,5957,1939,33.6,10.6,2382,42674,75.0,1399,7.0,79.9,5037,188.2,302,2148,7.136348328,40,11.6,14.6,1375,132,213,2296,103,79,47232,128,1463,3897,1.142909426,3.7,279,83,2112,149,12577,15535,1336,1840,1833,207.6,0.481225021,465
12.1,10995,32827,49.7,6.2,25.9,35.02604487,71948,34033,27.88225609,10.0,103.7893424,7291,9458,522,3583,42038,28202,9320,33.4,9.9,16350,46342,78.1,6635,7.1,86.2,14834,223.5,922,8933,32.68404622,2,11.0,13.9,8498,-170,1206,10533,166,817,50646,369,6234,18749,29.39277593,3.8,472,63,7861,3006,56753,66963,5635,8334,7905,255.0,0.776046889,2134
11.2,2556,12806,43.1,8.3,27.0,16.24815276,26505,13384,12.51025541,12.5,38.97279771,3323,3767,304,1268,47231,8897,2868,31.2,8.4,6647,52269,101.0,2349,9.2,109.4,5147,271.5,664,3061,13.28819344,1,8.8,12.2,3703,184,578,3216,228,741,57307,316,1821,6940,7.324001906,3.4,1049,220,3338,195,20634,24073,1728,3315,2528,303.4,0.385806663,703
8.0,5627,18401,49.8,5.4,18.7,16.36349231,43247,19092,14.48304679,13.3,51.07639617,5675,4703,438,1441,48402,16400,5276,37.8,7.8,7071,52588,66.5,2649,6.2,72.9,9883,199.9,798,6403,14.91699575,25,7.7,14.6,3914,822,691,5350,409,3348,56774,515,2524,7589,8.804041029,3.4,673,44,5430,2828,32944,38466,2579,6320,4810,224.8,0.788039271,1123
9.8,5675,46962,43.8,7.1,23.2,46.11781336,87847,48227,49.502607,8.9,138.9729782,11345,11240,596,4196,59309,30860,11138,37.9,7.1,20596,63608,86.4,6330,7.9,94.6,26242,238.3,962,10481,45.95159582,0,6.9,10.0,10381,97,1265,13729,131,6317,67907,32,4872,20377,27.80366205,3.0,514,60,8777,2958,70411,82757,5000,10611,7072,264.9,2.009721225,2078
9.6,4204,25015,47.6,6.9,19.1,25.99256097,55601,25957,21.24906079,11.8,72.14215392,7089,5826,681,2014,53628,20181,7582,35.8,7.9,10552,59338,71.2,4050,7.6,77.2,12119,196.7,1016,7637,28.85913663,0,8.6,12.9,10291,158,942,7738,0,455,65048,0,3644,10523,6.085785611,3.1,267,62,6787,10915,42438,42660,3345,6878,5462,217.1,1.148905321,1326
15.7,1987,8399,47.2,8.3,42.3,13.98487489,22813,8948,10.76764598,7.7,33.5441024,1965,4812,196,1654,45398,9205,2054,33.0,10.9,6969,48788,101.0,3632,9.2,109.4,4846,271.5,862,1800,11.43722154,58,10.3,14.5,4349,137,549,3245,409,302,52178,169,2008,9463,6.303808922,4.2,582,36,1815,135,19509,21002,2117,1836,2828,303.4,0.332065928,816
10.9,1520,11850,49.4,6.1,24.3,10.28908029,26170,12332,12.9952922,11.4,34.04664879,3144,3448,96,1160,47874,9962,3263,35.8,8.3,5530,52699,74.4,1947,6.5,80.3,8082,212.0,331,3311,13.50368462,0,10.4,13.3,3061,15,482,3617,17,341,57524,36,2088,6400,3.304550681,3.2,75,12,3241,189,20146,25467,1675,3039,2686,230.8,0.516213834,643
7.0,2417,4599,51.4,6.1,19.1,6.136684958,12968,4805,4.204948251,8.8,15.76454947,1848,1355,114,482,36639,5384,1699,38.3,9.0,2138,40499,71.9,980,7.0,79.1,3532,202.9,233,1396,5.935744892,81,10.6,15.1,953,146,206,1761,34,2231,44359,104,1115,2473,4.101396315,3.7,332,9,1388,3801,10476,8479,947,2059,1587,228.7,0.178750365,392
10.6,584,2574,53.4,9.2,24.5,4.057316517,7507,2750,5.158944464,8.2,11.65231373,924,946,16,311,45385,3265,1011,36.5,10.2,1418,50768,89.4,674,10.5,100.1,2747,231.6,95,829,3.915975572,46,12.6,14.7,705,54,176,1137,88,698,56151,188,768,1842,2.776933845,3.4,17,0,726,127,6110,7252,622,949,896,263.4,0.232796849,205
10.6,3870,9190,50.9,6.2,21.3,10.22915515,21012,9558,8.142852685,9.6,30.31108111,2889,2691,127,784,39840,8555,2790,38.5,9.3,4640,43591,78.1,1468,7.1,86.2,4861,223.5,292,2480,9.545187902,7,10.4,16.3,1571,32,368,2887,30,2605,47342,359,1750,4490,8.583991325,4.0,477,55,2184,7739,16803,12322,1566,2839,2746,255.0,0.226640035,673
10.0,443,3802,47.0,9.7,25.6,3.817661895,8267,3969,6.384522884,11.2,9.821506242,987,1224,50,437,73642,2989,832,37.6,8.0,2655,82303,79.6,654,10.5,87.0,1635,217.1,137,970,4.970574034,7,6.7,11.0,1307,-199,167,1291,489,121,90964,487,428,2209,2.468972223,3.0,217,7,1076,50,6363,7806,506,796,702,237.6,0.424184655,193
11.4,307,2597,42.7,8.6,30.6,1.890132448,4919,2675,3.01640606,13.0,5.341436239,528,712,31,338,49937,1619,471,32.3,8.5,1087,54609,84.8,448,9.2,92.8,1342,219.1,76,566,2.637264448,0,6.4,11.0,805,-18,78,718,23,203,59281,12,244,1532,2.252547224,3.2,54,1,650,23,3792,4734,324,488,418,240.4,0.317809881,123
8.1,3122,10988,42.3,6.6,21.2,12.56164881,21924,11284,13.69864408,17.1,36.66125996,2758,2383,1549,1140,51360,6738,2343,34.0,7.7,4198,55766,96.0,1425,7.4,104.9,4561,265.0,328,3023,11.25273672,38,6.6,12.0,2154,114,296,2620,42,385,60172,29,1054,4637,7.079846856,3.3,282,30,3535,1191,15920,18544,1231,2697,1910,302.7,0.496214432,522
12.0,5998,16441,54.4,6.2,23.8,21.70360722,44582,17444,17.27701592,12.2,64.31223196,4727,5864,360,1900,36254,18538,5164,41.3,9.9,8994,40263,78.1,3614,7.1,86.2,11076,223.5,715,5956,20.25240658,25,10.8,18.0,3867,270,1003,5910,14,786,44272,316,3695,10563,18.21299739,4.4,401,26,5679,22948,34061,20132,3366,5768,6140,255.0,0.480871218,1497
7.0,2642,14414,43.9,6.3,18.2,18.99252391,38082,14955,16.67210962,8.6,52.54240606,6469,3972,839,1108,62950,13117,4851,34.8,6.2,8773,68133,81.7,2467,7.3,90.3,8581,231.8,1330,4724,20.02083853,25,6.7,11.1,6314,187,541,4937,194,4273,73316,359,1988,6858,9.397901425,2.8,286,155,4407,12448,29860,23024,1852,5147,3328,263.2,0.42920958,837
14.0,1647,5686,57.9,6.9,26.3,6.884164905,14726,5991,5.62784247,12.6,19.10694697,1623,1936,42,705,30954,6560,1601,45.6,10.5,2711,34724,71.2,1201,7.6,77.2,4292,196.7,96,1866,7.643381341,0,11.4,20.0,1421,-83,305,2022,28,221,38494,30,1292,3945,1.611828545,4.6,37,2,1888,8561,11332,5988,1187,1884,2265,217.1,0.304289127,516
9.5,14670,72366,34.7,6.2,23.9,78.81737301,139417,74547,53.56465747,9.7,207.1357076,17426,17612,12240,6859,82087,38332,17834,25.2,6.3,31629,85624,87.1,11427,7.2,96.2,17644,243.8,4584,17333,54.32593961,39,5.9,10.1,34277,-969,2181,18981,158,5018,89161,164,6530,33686,27.90310522,3.0,1745,567,14850,3436,110617,116845,6960,17095,11153,279.6,1.265279118,3299
7.6,992,3925,47.1,5.4,27.5,3.506381558,9267,4062,3.103438263,10.3,10.94468896,1258,1404,126,472,40976,3547,1021,35.7,8.8,1718,45670,66.5,959,6.2,72.9,1370,199.9,218,933,3.196425178,3,7.3,14.3,2652,-63,137,1145,26,44,50364,61,550,2537,1.886536597,3.6,159,17,987,150,7523,8597,662,1088,1074,224.8,0.168861653,274
13.2,2364,5499,51.5,6.9,24.7,7.00617815,14987,5743,5.727588965,11.2,19.4455938,1665,1851,33,649,42459,5959,1930,37.1,9.9,2518,46495,71.2,1358,7.6,77.2,4135,196.7,194,1905,7.778850751,8,11.5,14.4,1428,81,244,2113,13,178,50531,14,1332,3691,1.640396197,3.6,74,11,1829,441,11575,14234,1146,1687,1665,217.1,0.309682273,416
12.5,496,2156,47.4,8.5,19.4,1.574757471,5327,2545,4.27640561,12.1,6.111214773,693,726,21,137,34878,1835,516,33.6,10.5,1108,38912,105.6,328,9.6,112.8,1394,256.7,309,759,3.4673559,2,11.6,17.1,463,-69,389,666,79,31,42946,84,449,1058,2.499385711,4.4,3707,7,849,52,3873,1231,408,653,663,276.9,0.151696821,170
8.1,4818,12295,50.3,5.4,18.7,12.49879163,33033,12947,11.0624664,15.8,39.01326322,3707,3284,408,1070,41155,11794,4015,38.9,8.5,5406,45604,66.5,2048,6.2,72.9,6500,199.9,472,5306,11.39392607,53,8.6,14.5,3160,227,652,3879,16,437,50053,11,2017,6098,6.724718184,3.5,795,56,5263,3288,23455,28014,1993,4461,3405,224.8,0.601921549,832
12.7,273,3451,44.0,6.6,27.0,3.583312883,6254,3558,3.907650068,12.7,10.45792373,726,832,27,362,55890,2135,711,35.9,7.4,1836,61387,96.0,494,7.4,104.9,1341,265.0,99,797,3.209935024,8,6.2,10.6,1060,-68,107,958,107,152,66884,267,299,1726,2.019584119,3.1,113,0,759,40,4852,5975,361,615,513,302.7,0.141549218,150
12.8,613,5049,44.3,6.5,26.8,3.720040112,9187,5180,6.290302568,12.3,11.8965602,998,1199,31,580,48699,3057,952,36.0,8.4,2186,53500,77.9,790,6.9,84.8,2575,193.1,92,1247,5.594614316,47,7.9,11.3,942,-32,131,1279,352,206,58301,224,544,2496,2.482937571,3.3,19,6,1215,56,6909,8983,577,927,779,218.2,0.343477882,226
13.6,4590,16277,53.1,6.0,31.3,22.19451321,40770,16926,15.84912198,9.9,55.70736678,4165,6411,305,2111,36007,17429,4352,39.5,11.8,8908,39037,80.1,4810,6.9,86.8,11990,240.7,787,4407,23.65883426,25,13.2,16.8,3683,464,649,5905,235,332,42067,235,4325,12422,11.6628865,4.3,298,37,4291,3825,32814,35518,3872,4318,5516,265.2,0.415369501,1426
13.8,1041,5196,50.3,6.5,26.2,3.676747655,12326,5485,6.891345715,12.6,14.87467321,1349,1660,58,554,39167,4819,1503,36.4,10.2,2989,43559,75.0,1225,7.0,79.9,3758,188.2,306,1522,5.337214337,46,10.6,15.1,1003,-67,289,1661,56,123,47951,125,1013,3272,0.854772258,3.8,205,9,1475,2445,9584,9303,979,1377,1445,207.6,0.359904109,363
7.6,579,1828,47.3,7.1,35.1,1.682271326,3828,1910,1.830133767,8.9,4.898951535,367,708,58,231,28154,1467,337,30.4,11.6,956,31557,88.9,494,7.8,95.4,640,262.5,103,428,1.945735313,32,9.4,18.4,514,56,82,530,184,0,34960,85,293,1272,1.510213212,5.3,204,10,367,78,3104,3375,360,366,571,285.7,0.059817079,165
9.5,17251,82662,48.4,6.7,19.4,81.57974305,206650,86579,75.90583386,13.0,233.9449629,27576,23100,5937,6598,42699,76043,24323,36.6,8.0,47295,45355,61.2,13746,7.1,65.9,39251,174.8,5676,27883,144.3387142,14,8.8,13.1,29707,1717,3917,26930,282,5215,48011,260,13834,38987,7.403759547,3.2,1001,213,27283,53058,157234,140765,12522,29211,20643,191.3,6.850207431,5107
11.2,7778,47942,50.9,6.7,25.9,77.09039593,103923,50352,62.61840252,9.9,211.0810935,11982,14687,633,5309,48303,42139,12076,39.2,9.0,26941,50576,87.6,9075,7.9,97.8,26000,249.7,2342,12326,45.95273769,3,10.2,12.1,14173,-266,2410,14927,345,1439,52849,33,8443,27300,39.33013726,3.4,686,15,10848,1945,82839,98302,7472,12693,10033,287.0,1.497102766,2796
6.7,139234,822769,31.3,6.2,18.4,942.2745642,1666753,848215,640.3742265,11.5,2476.341207,275770,173977,529210,56227,100351,414168,232199,23.4,4.7,281631,101744,87.1,96108,7.2,96.2,203838,243.8,88804,188940,649.4754788,50,4.4,9.4,531701,8622,25446,214392,10,36417,103137,148,58323,300276,333.5861792,2.5,17973,15870,192141,185930,1324243,828966,62250,236999,124443,279.6,15.12661846,33226
16.6,1626,6687,48.0,6.3,30.9,7.436020468,14910,6948,6.527523617,7.9,20.57158958,1395,2233,43,869,41900,5826,1741,35.4,10.5,3407,46538,81.7,1772,7.3,90.3,4507,231.8,287,1680,7.838629862,47,11.2,14.3,1736,-209,261,2243,334,281,51176,102,1359,4783,3.67949977,3.9,43,13,1391,702,12140,13822,1270,1586,1736,263.2,0.16804566,475
12.5,8143,24421,52.4,7.6,24.8,28.56287885,64623,25726,27.47821257,11.1,93.36807387,7432,8401,532,2625,37524,26306,8323,39.6,10.9,12985,41541,72.9,5592,8.3,77.3,16921,214.6,763,8011,42.43214509,6,13.5,16.1,6896,266,1305,9116,222,962,45558,367,6798,15846,14.2597461,3.8,237,26,7629,784,50250,62281,5491,7494,8081,230.9,1.5185328,1894
13.2,1196,7140,46.6,6.5,28.7,5.600913773,13832,7366,9.470715699,14.2,17.91152941,1421,2073,68,838,48672,4929,1359,38.8,8.9,2930,53359,77.9,1308,6.9,84.8,3770,193.1,110,1682,8.423283468,16,8.2,12.0,1792,28,226,1915,25,230,58046,10,869,4004,3.738325077,3.4,100,39,1837,241,10580,13274,943,1399,1270,218.2,0.517142273,362
14.5,4946,6572,54.9,6.3,26.8,10.58348695,21221,6952,9.290447933,7.3,29.27898742,2405,3235,95,1014,28956,9638,2757,35.8,11.5,3929,32144,81.7,2205,7.3,90.3,6017,231.8,140,2159,11.15651001,1,13.6,15.7,1760,-279,380,3298,70,1027,35332,165,2393,6055,5.23693257,4.2,30,3,1867,657,17559,20296,2028,2281,2765,263.2,0.239174846,745
12.1,4696,18585,49.4,6.1,22.4,22.39501971,47325,19524,15.34540222,13.2,57.53063722,5580,5541,541,2053,38254,17581,5668,34.0,9.3,8280,42114,71.9,3694,7.0,79.1,13706,202.9,581,6366,21.66171553,3,10.7,16.8,4916,-28,939,6207,7,1037,45974,288,3797,10610,14.96750313,4.1,170,10,6374,17647,35612,28376,3303,5842,5980,228.7,0.652325805,1447
8.5,7032,20447,48.9,5.4,19.9,19.03594002,50310,21247,16.84838449,14.0,59.41807504,6589,5163,313,1692,45834,17891,6073,38.8,7.7,7439,50594,66.5,3305,6.2,72.9,12335,199.9,569,7558,17.35320499,3,7.0,14.5,4110,1241,800,6029,513,373,55354,519,2568,9558,10.24189664,3.4,661,64,7512,636,36585,48067,2814,6389,5316,224.8,0.916740021,1249
12.0,1192,5129,50.6,6.2,36.6,6.168065665,12670,5348,4.910048711,6.2,18.27724146,1283,2397,74,833,41587,5462,1261,34.4,11.1,3813,46447,78.1,1733,7.1,86.2,3011,223.5,210,1163,5.755641096,12,10.9,16.1,1928,16,219,1852,105,711,51307,177,1171,4684,5.176050356,4.3,99,25,927,2433,10791,9829,1199,1221,1735,255.0,0.136661396,461
12.3,132,1251,52.3,6.3,37.4,1.175819722,2841,1287,1.745677579,10.9,3.720664399,246,515,14,261,39513,1204,250,39.5,11.5,763,44271,80.5,354,6.8,88.0,932,206.5,31,288,1.602237331,0,10.9,16.0,372,-14,36,369,64,27,49029,80,250,1107,0.811852289,4.3,19,0,304,10,2302,2767,265,254,369,227.6,0.135633976,99
